# Radial optical model potential from MARLEY KoningDelarocheOpticalModel
# Target: Z=18  A=40  nuclide=Ar40
# Grid: -8.0 to 20.0 MeV, 0.1 MeV step
# Radial grid: 0.1 to 15.0 fm, 0.1 fm step
#
# Columns: E(MeV)  k  r(fm)  V(MeV)  W(MeV)
   4.00000   2   13.400000    1.934228e+00   -1.930158e-06
   4.00000   2   13.500000    1.919907e+00   -1.613457e-06
   4.00000   2   13.600000    1.905796e+00   -1.348975e-06
   4.00000   2   13.700000    1.891890e+00   -1.128065e-06
   4.00000   2   13.800000    1.878185e+00   -9.435178e-07
   4.00000   2   13.900000    1.864677e+00   -7.893215e-07
   4.00000   2   14.000000    1.851361e+00   -6.604615e-07
   4.00000   2   14.100000    1.838234e+00   -5.527554e-07
   4.00000   2   14.200000    1.825291e+00   -4.627136e-07
   4.00000   2   14.300000    1.812529e+00   -3.874249e-07
   4.00000   2   14.400000    1.799944e+00   -3.244596e-07
   4.00000   2   14.500000    1.787532e+00   -2.717901e-07
   4.00000   2   14.600000    1.775290e+00   -2.277240e-07
   4.00000   2   14.700000    1.763214e+00   -1.908481e-07
   4.00000   2   14.800000    1.751302e+00   -1.599827e-07
   4.00000   2   14.900000    1.739549e+00   -1.341424e-07
   4.00000   2   15.000000    1.727952e+00   -1.125043e-07
   6.00000   1    0.100000   -4.984234e+01   -5.578714e-01
   6.00000   1    0.200000   -4.982017e+01   -5.594630e-01
   6.00000   1    0.300000   -4.979446e+01   -5.613901e-01
   6.00000   1    0.400000   -4.976467e+01   -5.637225e-01
   6.00000   1    0.500000   -4.973013e+01   -5.665450e-01
   6.00000   1    0.600000   -4.969011e+01   -5.699592e-01
   6.00000   1    0.700000   -4.964375e+01   -5.740882e-01
   6.00000   1    0.800000   -4.959006e+01   -5.790800e-01
   6.00000   1    0.900000   -4.952790e+01   -5.851128e-01
   6.00000   1    1.000000   -4.945595e+01   -5.924011e-01
   6.00000   1    1.100000   -4.937272e+01   -6.012030e-01
   6.00000   1    1.200000   -4.927648e+01   -6.118281e-01
   6.00000   1    1.300000   -4.916527e+01   -6.246482e-01
   6.00000   1    1.400000   -4.903683e+01   -6.401085e-01
   6.00000   1    1.500000   -4.888863e+01   -6.587414e-01
   6.00000   1    1.600000   -4.871775e+01   -6.811825e-01
   6.00000   1    1.700000   -4.852094e+01   -7.081881e-01
   6.00000   1    1.800000   -4.829454e+01   -7.406563e-01
   6.00000   1    1.900000   -4.803443e+01   -7.796489e-01
   6.00000   1    2.000000   -4.773606e+01   -8.264159e-01
   6.00000   1    2.100000   -4.739442e+01   -8.824211e-01
   6.00000   1    2.200000   -4.700404e+01   -9.493666e-01
   6.00000   1    2.300000   -4.655899e+01   -1.029216e+00
   6.00000   1    2.400000   -4.605296e+01   -1.124209e+00
   6.00000   1    2.500000   -4.547933e+01   -1.236868e+00
   6.00000   1    2.600000   -4.483131e+01   -1.369987e+00
   6.00000   1    2.700000   -4.410205e+01   -1.526587e+00
   6.00000   1    2.800000   -4.328495e+01   -1.709842e+00
   6.00000   1    2.900000   -4.237388e+01   -1.922942e+00
   6.00000   1    3.000000   -4.136351e+01   -2.168893e+00
   6.00000   1    3.100000   -4.024977e+01   -2.450221e+00
   6.00000   1    3.200000   -3.903019e+01   -2.768591e+00
   6.00000   1    3.300000   -3.770439e+01   -3.124307e+00
   6.00000   1    3.400000   -3.627444e+01   -3.515734e+00
   6.00000   1    3.500000   -3.474523e+01   -3.938676e+00
   6.00000   1    3.600000   -3.312470e+01   -4.385775e+00
   6.00000   1    3.700000   -3.142386e+01   -4.846067e+00
   6.00000   1    3.800000   -2.965670e+01   -5.304846e+00
   6.00000   1    3.900000   -2.783983e+01   -5.743981e+00
   6.00000   1    4.000000   -2.599192e+01   -6.142838e+00
   6.00000   1    4.100000   -2.413297e+01   -6.479832e+00
   6.00000   1    4.200000   -2.228348e+01   -6.734505e+00
   6.00000   1    4.300000   -2.046351e+01   -6.889858e+00
   6.00000   1    4.400000   -1.869187e+01   -6.934523e+00
   6.00000   1    4.500000   -1.698535e+01   -6.864335e+00
   6.00000   1    4.600000   -1.535816e+01   -6.682940e+00
   6.00000   1    4.700000   -1.382156e+01   -6.401295e+00
   6.00000   1    4.800000   -1.238370e+01   -6.036184e+00
   6.00000   1    4.900000   -1.104972e+01   -5.608077e+00
   6.00000   1    5.000000   -9.821893e+00   -5.138791e+00
   6.00000   1    5.100000   -8.700012e+00   -4.649359e+00
   6.00000   1    5.200000   -7.681764e+00   -4.158408e+00
   6.00000   1    5.300000   -6.763166e+00   -3.681165e+00
   6.00000   1    5.400000   -5.938992e+00   -3.229077e+00
   6.00000   1    5.500000   -5.203163e+00   -2.809909e+00
   6.00000   1    5.600000   -4.549084e+00   -2.428167e+00
   6.00000   1    5.700000   -3.969938e+00   -2.085691e+00
   6.00000   1    5.800000   -3.458911e+00   -1.782283e+00
   6.00000   1    5.900000   -3.009362e+00   -1.516310e+00
   6.00000   1    6.000000   -2.614956e+00   -1.285203e+00
   6.00000   1    6.100000   -2.269744e+00   -1.085874e+00
   6.00000   1    6.200000   -1.968210e+00   -9.150123e-01
   6.00000   1    6.300000   -1.705304e+00   -7.693080e-01
   6.00000   1    6.400000   -1.476435e+00   -6.455913e-01
   6.00000   1    6.500000   -1.277470e+00   -5.409207e-01
   6.00000   1    6.600000   -1.104707e+00   -4.526286e-01
   6.00000   1    6.700000   -9.548506e-01   -3.783370e-01
   6.00000   1    6.800000   -8.249791e-01   -3.159548e-01
   6.00000   1    6.900000   -7.125151e-01   -2.636625e-01
   6.00000   1    7.000000   -6.151906e-01   -2.198904e-01
   6.00000   1    7.100000   -5.310167e-01   -1.832931e-01
   6.00000   1    7.200000   -4.582531e-01   -1.527244e-01
   6.00000   1    7.300000   -3.953803e-01   -1.272115e-01
   6.00000   1    7.400000   -3.410743e-01   -1.059322e-01
   6.00000   1    7.500000   -2.941831e-01   -8.819367e-02
   6.00000   1    7.600000   -2.537055e-01   -7.341315e-02
   6.00000   1    7.700000   -2.187729e-01   -6.110180e-02
   6.00000   1    7.800000   -1.886319e-01   -5.085010e-02
   6.00000   1    7.900000   -1.626299e-01   -4.231546e-02
   6.00000   1    8.000000   -1.402021e-01   -3.521159e-02
   6.00000   1    8.100000   -1.208597e-01   -2.929948e-02
   6.00000   1    8.200000   -1.041803e-01   -2.437974e-02
   6.00000   1    8.300000   -8.979855e-02   -2.028614e-02
   6.00000   1    8.400000   -7.739909e-02   -1.688013e-02
   6.00000   1    8.500000   -6.670947e-02   -1.404634e-02
   6.00000   1    8.600000   -5.749450e-02   -1.168867e-02
   6.00000   1    8.700000   -4.955118e-02   -9.727146e-03
   6.00000   1    8.800000   -4.270435e-02   -8.095191e-03
   6.00000   1    8.900000   -3.680290e-02   -6.737409e-03
   6.00000   1    9.000000   -3.171647e-02   -5.607708e-03
   6.00000   1    9.100000   -2.733264e-02   -4.667741e-03
   6.00000   1    9.200000   -2.355446e-02   -3.885611e-03
   6.00000   1    9.300000   -2.029831e-02   -3.234781e-03
   6.00000   1    9.400000   -1.749214e-02   -2.693180e-03
   6.00000   1    9.500000   -1.507380e-02   -2.242449e-03
   6.00000   1    9.600000   -1.298971e-02   -1.867319e-03
   6.00000   1    9.700000   -1.119370e-02   -1.555086e-03
   6.00000   1    9.800000   -9.645964e-03   -1.295187e-03
   6.00000   1    9.900000   -8.312197e-03   -1.078832e-03
   6.00000   1   10.000000   -7.162826e-03   -8.987116e-04
   6.00000   1   10.100000   -6.172365e-03   -7.487446e-04
   6.00000   1   10.200000   -5.318849e-03   -6.238719e-04
   6.00000   1   10.300000   -4.583346e-03   -5.198849e-04
   6.00000   1   10.400000   -3.949542e-03   -4.332820e-04
   6.00000   1   10.500000   -3.403378e-03   -3.611499e-04
   6.00000   1   10.600000   -2.932735e-03   -3.010644e-04
   6.00000   1   10.700000   -2.527173e-03   -2.510083e-04
   6.00000   1   10.800000   -2.177693e-03   -2.093028e-04
   6.00000   1   10.900000   -1.876540e-03   -1.745511e-04
   6.00000   1   11.000000   -1.617032e-03   -1.455901e-04
   6.00000   1   11.100000   -1.393411e-03   -1.214521e-04
   6.00000   1   11.200000   -1.200714e-03   -1.013313e-04
   6.00000   1   11.300000   -1.034665e-03   -8.455709e-05
   6.00000   1   11.400000   -8.915782e-04   -7.057091e-05
   6.00000   1   11.500000   -7.682793e-04   -5.890778e-05
   6.00000   1   11.600000   -6.620315e-04   -4.918049e-05
   6.00000   1   11.700000   -5.704769e-04   -4.106655e-05
   6.00000   1   11.800000   -4.915835e-04   -3.429737e-05
   6.00000   1   11.900000   -4.236006e-04   -2.864920e-05
   6.00000   1   12.000000   -3.650192e-04   -2.393566e-05
   6.00000   1   12.100000   -3.145391e-04   -2.000145e-05
   6.00000   1   12.200000   -2.710402e-04   -1.671717e-05
   6.00000   1   12.300000   -2.335569e-04   -1.397499e-05
   6.00000   1   12.400000   -2.012572e-04   -1.168503e-05
   6.00000   1   12.500000   -1.734245e-04   -9.772364e-06
   6.00000   1   12.600000   -1.494408e-04   -8.174536e-06
   6.00000   1   12.700000   -1.287739e-04   -6.839469e-06
   6.00000   1   12.800000   -1.109652e-04   -5.723736e-06
   6.00000   1   12.900000   -9.561928e-05   -4.791117e-06
   6.00000   1   13.000000   -8.239563e-05   -4.011402e-06
   6.00000   1   13.100000   -7.100074e-05   -3.359385e-06
   6.00000   1   13.200000   -6.118171e-05   -2.814037e-06
   6.00000   1   13.300000   -5.272059e-05   -2.357808e-06
   6.00000   1   13.400000   -4.542960e-05   -1.976048e-06
   6.00000   1   13.500000   -3.914692e-05   -1.656530e-06
   6.00000   1   13.600000   -3.373310e-05   -1.389043e-06
   6.00000   1   13.700000   -2.906798e-05   -1.165062e-06
   6.00000   1   13.800000   -2.504803e-05   -9.774644e-07
   6.00000   1   13.900000   -2.158401e-05   -8.203016e-07
   6.00000   1   14.000000   -1.859905e-05   -6.886028e-07
   6.00000   1   14.100000   -1.602690e-05   -5.782139e-07
   6.00000   1   14.200000   -1.381046e-05   -4.856626e-07
   6.00000   1   14.300000   -1.190054e-05   -4.080457e-07
   6.00000   1   14.400000   -1.025476e-05   -3.429359e-07
   6.00000   1   14.500000   -8.836575e-06   -2.883027e-07
   6.00000   1   14.600000   -7.614521e-06   -2.424475e-07
   6.00000   1   14.700000   -6.561471e-06   -2.039489e-07
   6.00000   1   14.800000   -5.654052e-06   -1.716174e-07
   6.00000   1   14.900000   -4.872125e-06   -1.444572e-07
   6.00000   1   15.000000   -4.198335e-06   -1.216343e-07
   6.00000   2    0.100000   -4.847176e+01   -4.845817e-01
   6.00000   2    0.200000   -4.845084e+01   -4.865145e-01
   6.00000   2    0.300000   -4.842891e+01   -4.888496e-01
   6.00000   2    0.400000   -4.840533e+01   -4.916698e-01
   6.00000   2    0.500000   -4.837935e+01   -4.950754e-01
   6.00000   2    0.600000   -4.835011e+01   -4.991868e-01
   6.00000   2    0.700000   -4.831663e+01   -5.041492e-01
   6.00000   2    0.800000   -4.827778e+01   -5.101372e-01
   6.00000   2    0.900000   -4.823223e+01   -5.173606e-01
   6.00000   2    1.000000   -4.817848e+01   -5.260718e-01
   6.00000   2    1.100000   -4.811481e+01   -5.365737e-01
   6.00000   2    1.200000   -4.803924e+01   -5.492297e-01
   6.00000   2    1.300000   -4.794949e+01   -5.644749e-01
   6.00000   2    1.400000   -4.784300e+01   -5.828300e-01
   6.00000   2    1.500000   -4.771681e+01   -6.049171e-01
   6.00000   2    1.600000   -4.756762e+01   -6.314771e-01
   6.00000   2    1.700000   -4.739165e+01   -6.633913e-01
   6.00000   2    1.800000   -4.718470e+01   -7.017039e-01
   6.00000   2    1.900000   -4.694204e+01   -7.476484e-01
   6.00000   2    2.000000   -4.665844e+01   -8.026744e-01
   6.00000   2    2.100000   -4.632814e+01   -8.684770e-01
   6.00000   2    2.200000   -4.594483e+01   -9.470245e-01
   6.00000   2    2.300000   -4.550171e+01   -1.040583e+00
   6.00000   2    2.400000   -4.499153e+01   -1.151735e+00
   6.00000   2    2.500000   -4.440666e+01   -1.283383e+00
   6.00000   2    2.600000   -4.373929e+01   -1.438732e+00
   6.00000   2    2.700000   -4.298157e+01   -1.621248e+00
   6.00000   2    2.800000   -4.212588e+01   -1.834555e+00
   6.00000   2    2.900000   -4.116517e+01   -2.082291e+00
   6.00000   2    3.000000   -4.009335e+01   -2.367865e+00
   6.00000   2    3.100000   -3.890570e+01   -2.694128e+00
   6.00000   2    3.200000   -3.759940e+01   -3.062926e+00
   6.00000   2    3.300000   -3.617400e+01   -3.474537e+00
   6.00000   2    3.400000   -3.463190e+01   -3.927016e+00
   6.00000   2    3.500000   -3.297871e+01   -4.415483e+00
   6.00000   2    3.600000   -3.122354e+01   -4.931456e+00
   6.00000   2    3.700000   -2.937909e+01   -5.462353e+00
   6.00000   2    3.800000   -2.746142e+01   -5.991344e+00
   6.00000   2    3.900000   -2.548964e+01   -6.497733e+00
   6.00000   2    4.000000   -2.348522e+01   -6.958008e+00
   6.00000   2    4.100000   -2.147116e+01   -7.347603e+00
   6.00000   2    4.200000   -1.947102e+01   -7.643260e+00
   6.00000   2    4.300000   -1.750788e+01   -7.825658e+00
   6.00000   2    4.400000   -1.560337e+01   -7.881868e+00
   6.00000   2    4.500000   -1.377192e+01   -7.807127e+00
   6.00000   2    4.600000   -1.202599e+01   -7.605519e+00
   6.00000   2    4.700000   -1.037891e+01   -7.289418e+00
   6.00000   2    4.800000   -8.840384e+00   -6.877814e+00
   6.00000   2    4.900000   -7.416613e+00   -6.393904e+00
   6.00000   2    5.000000   -6.110506e+00   -5.862445e+00
   6.00000   2    5.100000   -4.922079e+00   -5.307343e+00
   6.00000   2    5.200000   -3.848911e+00   -4.749812e+00
   6.00000   2    5.300000   -2.886645e+00   -4.207239e+00
   6.00000   2    5.400000   -2.029477e+00   -3.692738e+00
   6.00000   2    5.500000   -1.270603e+00   -3.215249e+00
   6.00000   2    5.600000   -6.026192e-01   -2.780006e+00
   6.00000   2    5.700000   -1.784993e-02   -2.389207e+00
   6.00000   2    5.800000    4.913895e-01   -2.042717e+00
   6.00000   2    5.900000    9.325904e-01   -1.738751e+00
   6.00000   2    6.000000    1.312906e+00   -1.474450e+00
   6.00000   2    6.100000    1.639055e+00   -1.246340e+00
   6.00000   2    6.200000    1.917260e+00   -1.050688e+00
   6.00000   2    6.300000    2.153224e+00   -8.837455e-01
   6.00000   2    6.400000    2.352120e+00   -7.419178e-01
   6.00000   2    6.500000    2.518607e+00   -6.218623e-01
   6.00000   2    6.600000    2.656852e+00   -5.205430e-01
   6.00000   2    6.700000    2.770561e+00   -4.352505e-01
   6.00000   2    6.800000    2.863012e+00   -3.635996e-01
   6.00000   2    6.900000    2.937095e+00   -3.035130e-01
   6.00000   2    7.000000    2.995347e+00   -2.531967e-01
   6.00000   2    7.100000    3.039988e+00   -2.111124e-01
   6.00000   2    7.200000    3.072957e+00   -1.759481e-01
   6.00000   2    7.300000    3.095942e+00   -1.465899e-01
   6.00000   2    7.400000    3.110409e+00   -1.220958e-01
   6.00000   2    7.500000    3.117628e+00   -1.016712e-01
   6.00000   2    7.600000    3.118701e+00   -8.464772e-02
   6.00000   2    7.700000    3.114580e+00   -7.046437e-02
   6.00000   2    7.800000    3.106084e+00   -5.865089e-02
   6.00000   2    7.900000    3.093921e+00   -4.881374e-02
   6.00000   2    8.000000    3.078699e+00   -4.062391e-02
   6.00000   2    8.100000    3.060942e+00   -3.380664e-02
   6.00000   2    8.200000    3.041099e+00   -2.813260e-02
   6.00000   2    8.300000    3.019554e+00   -2.341052e-02
   6.00000   2    8.400000    2.996636e+00   -1.948099e-02
   6.00000   2    8.500000    2.972626e+00   -1.621115e-02
   6.00000   2    8.600000    2.947765e+00   -1.349036e-02
   6.00000   2    8.700000    2.922257e+00   -1.122647e-02
   6.00000   2    8.800000    2.896275e+00   -9.342772e-03
   6.00000   2    8.900000    2.869967e+00   -7.775418e-03
   6.00000   2    9.000000    2.843458e+00   -6.471269e-03
   6.00000   2    9.100000    2.816851e+00   -5.386107e-03
   6.00000   2    9.200000    2.790236e+00   -4.483137e-03
   6.00000   2    9.300000    2.763687e+00   -3.731749e-03
   6.00000   2    9.400000    2.737264e+00   -3.106475e-03
   6.00000   2    9.500000    2.711020e+00   -2.586127e-03
   6.00000   2    9.600000    2.684996e+00   -2.153077e-03
   6.00000   2    9.700000    2.659227e+00   -1.792663e-03
   6.00000   2    9.800000    2.633741e+00   -1.492687e-03
   6.00000   2    9.900000    2.608559e+00   -1.242998e-03
   6.00000   2   10.000000    2.583699e+00   -1.035156e-03
   6.00000   2   10.100000    2.559176e+00   -8.621356e-04
   6.00000   2   10.200000    2.534998e+00   -7.180941e-04
   6.00000   2   10.300000    2.511172e+00   -5.981697e-04
   6.00000   2   10.400000    2.487705e+00   -4.983174e-04
   6.00000   2   10.500000    2.464597e+00   -4.151715e-04
   6.00000   2   10.600000    2.441850e+00   -3.459316e-04
   6.00000   2   10.700000    2.419464e+00   -2.882674e-04
   6.00000   2   10.800000    2.397437e+00   -2.402397e-04
   6.00000   2   10.900000    2.375765e+00   -2.002348e-04
   6.00000   2   11.000000    2.354446e+00   -1.669095e-04
   6.00000   2   11.100000    2.333475e+00   -1.391460e-04
   6.00000   2   11.200000    2.312848e+00   -1.160140e-04
   6.00000   2   11.300000    2.292559e+00   -9.673888e-05
   6.00000   2   11.400000    2.272603e+00   -8.067605e-05
   6.00000   2   11.500000    2.252974e+00   -6.728877e-05
   6.00000   2   11.600000    2.233666e+00   -5.613019e-05
   6.00000   2   11.700000    2.214674e+00   -4.682826e-05
   6.00000   2   11.800000    2.195991e+00   -3.907318e-05
   6.00000   2   11.900000    2.177610e+00   -3.260697e-05
   6.00000   2   12.000000    2.159527e+00   -2.721478e-05
   6.00000   2   12.100000    2.141734e+00   -2.271766e-05
   6.00000   2   12.200000    2.124226e+00   -1.896656e-05
   6.00000   2   12.300000    2.106997e+00   -1.583731e-05
   6.00000   2   12.400000    2.090040e+00   -1.322647e-05
   6.00000   2   12.500000    2.073349e+00   -1.104787e-05
   6.00000   2   12.600000    2.056920e+00   -9.229671e-06
   6.00000   2   12.700000    2.040746e+00   -7.712043e-06
   6.00000   2   12.800000    2.024822e+00   -6.445105e-06
   6.00000   2   12.900000    2.009143e+00   -5.387283e-06
   6.00000   2   13.000000    1.993702e+00   -4.503921e-06
   6.00000   2   13.100000    1.978496e+00   -3.766127e-06
   6.00000   2   13.200000    1.963518e+00   -3.149810e-06
   6.00000   2   13.300000    1.948763e+00   -2.634880e-06
   6.00000   2   13.400000    1.934228e+00   -2.204584e-06
   6.00000   2   13.500000    1.919908e+00   -1.844946e-06
   6.00000   2   13.600000    1.905797e+00   -1.544307e-06
   6.00000   2   13.700000    1.891891e+00   -1.292942e-06
   6.00000   2   13.800000    1.878186e+00   -1.082734e-06
   6.00000   2   13.900000    1.864677e+00   -9.069096e-07
   6.00000   2   14.000000    1.851362e+00   -7.598143e-07
   6.00000   2   14.100000    1.838234e+00   -6.367285e-07
   6.00000   2   14.200000    1.825291e+00   -5.337114e-07
   6.00000   2   14.300000    1.812529e+00   -4.474723e-07
   6.00000   2   14.400000    1.799944e+00   -3.752624e-07
   6.00000   2   14.500000    1.787532e+00   -3.147860e-07
   6.00000   2   14.600000    1.775290e+00   -2.641247e-07
   6.00000   2   14.700000    1.763214e+00   -2.216756e-07
   6.00000   2   14.800000    1.751302e+00   -1.860989e-07
   6.00000   2   14.900000    1.739549e+00   -1.562746e-07
   6.00000   2   15.000000    1.727953e+00   -1.312665e-07
   8.00000   1    0.100000   -4.911148e+01   -6.941337e-01
   8.00000   1    0.200000   -4.908964e+01   -6.957175e-01
   8.00000   1    0.300000   -4.906431e+01   -6.976379e-01
   8.00000   1    0.400000   -4.903495e+01   -6.999654e-01
   8.00000   1    0.500000   -4.900092e+01   -7.027855e-01
   8.00000   1    0.600000   -4.896149e+01   -7.062013e-01
   8.00000   1    0.700000   -4.891581e+01   -7.103370e-01
   8.00000   1    0.800000   -4.886290e+01   -7.153425e-01
   8.00000   1    0.900000   -4.880165e+01   -7.213985e-01
   8.00000   1    1.000000   -4.873076e+01   -7.287225e-01
   8.00000   1    1.100000   -4.864875e+01   -7.375762e-01
   8.00000   1    1.200000   -4.855392e+01   -7.482742e-01
   8.00000   1    1.300000   -4.844434e+01   -7.611940e-01
   8.00000   1    1.400000   -4.831779e+01   -7.767883e-01
   8.00000   1    1.500000   -4.817175e+01   -7.955985e-01
   8.00000   1    1.600000   -4.800338e+01   -8.182715e-01
   8.00000   1    1.700000   -4.780946e+01   -8.455776e-01
   8.00000   1    1.800000   -4.758637e+01   -8.784317e-01
   8.00000   1    1.900000   -4.733008e+01   -9.179160e-01
   8.00000   1    2.000000   -4.703609e+01   -9.653058e-01
   8.00000   1    2.100000   -4.669946e+01   -1.022094e+00
   8.00000   1    2.200000   -4.631480e+01   -1.090020e+00
   8.00000   1    2.300000   -4.587627e+01   -1.171088e+00
   8.00000   1    2.400000   -4.537767e+01   -1.267587e+00
   8.00000   1    2.500000   -4.481245e+01   -1.382096e+00
   8.00000   1    2.600000   -4.417393e+01   -1.517473e+00
   8.00000   1    2.700000   -4.345537e+01   -1.676809e+00
   8.00000   1    2.800000   -4.265025e+01   -1.863354e+00
   8.00000   1    2.900000   -4.175253e+01   -2.080374e+00
   8.00000   1    3.000000   -4.075698e+01   -2.330947e+00
   8.00000   1    3.100000   -3.965957e+01   -2.617665e+00
   8.00000   1    3.200000   -3.845788e+01   -2.942232e+00
   8.00000   1    3.300000   -3.715151e+01   -3.304960e+00
   8.00000   1    3.400000   -3.574253e+01   -3.704175e+00
   8.00000   1    3.500000   -3.423575e+01   -4.135569e+00
   8.00000   1    3.600000   -3.263898e+01   -4.591592e+00
   8.00000   1    3.700000   -3.096308e+01   -5.060995e+00
   8.00000   1    3.800000   -2.922183e+01   -5.528681e+00
   8.00000   1    3.900000   -2.743160e+01   -5.976039e+00
   8.00000   1    4.000000   -2.561079e+01   -6.381888e+00
   8.00000   1    4.100000   -2.377910e+01   -6.724071e+00
   8.00000   1    4.200000   -2.195673e+01   -6.981593e+00
   8.00000   1    4.300000   -2.016344e+01   -7.137015e+00
   8.00000   1    4.400000   -1.841779e+01   -7.178688e+00
   8.00000   1    4.500000   -1.673629e+01   -7.102368e+00
   8.00000   1    4.600000   -1.513296e+01   -6.911841e+00
   8.00000   1    4.700000   -1.361889e+01   -6.618403e+00
   8.00000   1    4.800000   -1.220212e+01   -6.239341e+00
   8.00000   1    4.900000   -1.088769e+01   -5.795726e+00
   8.00000   1    5.000000   -9.677871e+00   -5.310006e+00
   8.00000   1    5.100000   -8.572441e+00   -4.803818e+00
   8.00000   1    5.200000   -7.569123e+00   -4.296316e+00
   8.00000   1    5.300000   -6.663995e+00   -3.803157e+00
   8.00000   1    5.400000   -5.851907e+00   -3.336103e+00
   8.00000   1    5.500000   -5.126866e+00   -2.903126e+00
   8.00000   1    5.600000   -4.482379e+00   -2.508848e+00
   8.00000   1    5.700000   -3.911726e+00   -2.155143e+00
   8.00000   1    5.800000   -3.408191e+00   -1.841792e+00
   8.00000   1    5.900000   -2.965235e+00   -1.567099e+00
   8.00000   1    6.000000   -2.576612e+00   -1.328406e+00
   8.00000   1    6.100000   -2.236462e+00   -1.122522e+00
   8.00000   1    6.200000   -1.939350e+00   -9.460280e-01
   8.00000   1    6.300000   -1.680298e+00   -7.955067e-01
   8.00000   1    6.400000   -1.454786e+00   -6.676863e-01
   8.00000   1    6.500000   -1.258738e+00   -5.595309e-01
   8.00000   1    6.600000   -1.088509e+00   -4.682874e-01
   8.00000   1    6.700000   -9.408492e-01   -3.915016e-01
   8.00000   1    6.800000   -8.128821e-01   -3.270152e-01
   8.00000   1    6.900000   -7.020672e-01   -2.729505e-01
   8.00000   1    7.000000   -6.061699e-01   -2.276870e-01
   8.00000   1    7.100000   -5.232302e-01   -1.898360e-01
   8.00000   1    7.200000   -4.515335e-01   -1.582142e-01
   8.00000   1    7.300000   -3.895827e-01   -1.318172e-01
   8.00000   1    7.400000   -3.360730e-01   -1.097961e-01
   8.00000   1    7.500000   -2.898693e-01   -9.143519e-02
   8.00000   1    7.600000   -2.499853e-01   -7.613270e-02
   8.00000   1    7.700000   -2.155649e-01   -6.338365e-02
   8.00000   1    7.800000   -1.858659e-01   -5.276494e-02
   8.00000   1    7.900000   -1.602452e-01   -4.392257e-02
   8.00000   1    8.000000   -1.381463e-01   -3.656066e-02
   8.00000   1    8.100000   -1.190875e-01   -3.043217e-02
   8.00000   1    8.200000   -1.026526e-01   -2.533096e-02
   8.00000   1    8.300000   -8.848180e-02   -2.108514e-02
   8.00000   1    8.400000   -7.626416e-02   -1.755144e-02
   8.00000   1    8.500000   -6.573128e-02   -1.461051e-02
   8.00000   1    8.600000   -5.665143e-02   -1.216293e-02
   8.00000   1    8.700000   -4.882459e-02   -1.012593e-02
   8.00000   1    8.800000   -4.207816e-02   -8.430607e-03
   8.00000   1    8.900000   -3.626325e-02   -7.019610e-03
   8.00000   1    9.000000   -3.125140e-02   -5.845207e-03
   8.00000   1    9.100000   -2.693185e-02   -4.867680e-03
   8.00000   1    9.200000   -2.320907e-02   -4.053982e-03
   8.00000   1    9.300000   -2.000067e-02   -3.376613e-03
   8.00000   1    9.400000   -1.723565e-02   -2.812694e-03
   8.00000   1    9.500000   -1.485276e-02   -2.343190e-03
   8.00000   1    9.600000   -1.279923e-02   -1.952262e-03
   8.00000   1    9.700000   -1.102956e-02   -1.626734e-03
   8.00000   1    9.800000   -9.504521e-03   -1.355639e-03
   8.00000   1    9.900000   -8.190312e-03   -1.129856e-03
   8.00000   1   10.000000   -7.057795e-03   -9.417917e-04
   8.00000   1   10.100000   -6.081858e-03   -7.851300e-04
   8.00000   1   10.200000   -5.240857e-03   -6.546135e-04
   8.00000   1   10.300000   -4.516139e-03   -5.458669e-04
   8.00000   1   10.400000   -3.891629e-03   -4.552488e-04
   8.00000   1   10.500000   -3.353472e-03   -3.797283e-04
   8.00000   1   10.600000   -2.889731e-03   -3.167825e-04
   8.00000   1   10.700000   -2.490116e-03   -2.643109e-04
   8.00000   1   10.800000   -2.145760e-03   -2.205651e-04
   8.00000   1   10.900000   -1.849024e-03   -1.840892e-04
   8.00000   1   11.000000   -1.593321e-03   -1.536707e-04
   8.00000   1   11.100000   -1.372979e-03   -1.283003e-04
   8.00000   1   11.200000   -1.183107e-03   -1.071370e-04
   8.00000   1   11.300000   -1.019493e-03   -8.948067e-05
   8.00000   1   11.400000   -8.785046e-04   -7.474778e-05
   8.00000   1   11.500000   -7.570137e-04   -6.245237e-05
   8.00000   1   11.600000   -6.523238e-04   -5.218951e-05
   8.00000   1   11.700000   -5.621117e-04   -4.362176e-05
   8.00000   1   11.800000   -4.843753e-04   -3.646792e-05
   8.00000   1   11.900000   -4.173891e-04   -3.049359e-05
   8.00000   1   12.000000   -3.596667e-04   -2.550341e-05
   8.00000   1   12.100000   -3.099269e-04   -2.133447e-05
   8.00000   1   12.200000   -2.670658e-04   -1.785097e-05
   8.00000   1   12.300000   -2.301321e-04   -1.493964e-05
   8.00000   1   12.400000   -1.983061e-04   -1.250602e-05
   8.00000   1   12.500000   -1.708815e-04   -1.047130e-05
   8.00000   1   12.600000   -1.472495e-04   -8.769737e-06
   8.00000   1   12.700000   -1.268857e-04   -7.346484e-06
   8.00000   1   12.800000   -1.093381e-04   -6.155757e-06
   8.00000   1   12.900000   -9.421718e-05   -5.159343e-06
   8.00000   1   13.000000   -8.118743e-05   -4.325341e-06
   8.00000   1   13.100000   -6.995963e-05   -3.627117e-06
   8.00000   1   13.200000   -6.028458e-05   -3.042425e-06
   8.00000   1   13.300000   -5.194753e-05   -2.552685e-06
